key,doctype,approx_size,cosmos_name,cosmos_elapsed,cosmos_size,redis_name,redis_elapsed,redis_size
27827,zipcode,207,27827,0.006683826446533203,567,27827,0.0017418861389160156,207
27828,zipcode,208,27828,0.0068738460540771484,568,27828,0.0018885135650634766,208
27829,zipcode,207,27829,0.006891965866088867,567,27829,0.001592397689819336,207
27830,zipcode,204,27830,0.0068089962005615234,564,27830,0.0015223026275634766,204
27831,zipcode,208,27831,0.006607532501220703,568,27831,0.0014908313751220703,208
27832,zipcode,205,27832,0.007040739059448242,565,27832,0.0015268325805664062,205
27833,zipcode,201,27833,0.007189750671386719,561,27833,0.0019268989562988281,201
27834,zipcode,205,27834,0.00836491584777832,565,27834,0.0017676353454589844,205
27835,zipcode,201,27835,0.0072994232177734375,561,27835,0.0018701553344726562,201
27836,zipcode,201,27836,0.0076904296875,561,27836,0.002070188522338867,201
27837,zipcode,209,27837,0.007730960845947266,569,27837,0.0016989707946777344,209
27839,zipcode,206,27839,0.00685882568359375,566,27839,0.0013530254364013672,206
27840,zipcode,207,27840,0.007309436798095703,567,27840,0.0015413761138916016,207
27841,zipcode,204,27841,0.006889820098876953,564,27841,0.0017733573913574219,204
27842,zipcode,206,27842,0.00706934928894043,566,27842,0.0013163089752197266,206
27843,zipcode,206,27843,0.007127046585083008,566,27843,0.0018382072448730469,206
27844,zipcode,208,27844,0.006613731384277344,568,27844,0.0015931129455566406,208
27845,zipcode,206,27845,0.0068247318267822266,566,27845,0.001527547836303711,206
27846,zipcode,209,27846,0.006591081619262695,569,27846,0.0015952587127685547,209
27847,zipcode,206,27847,0.00693964958190918,566,27847,0.0018024444580078125,206
27849,zipcode,217,27849,0.0068585872650146484,577,27849,0.0020182132720947266,217
27850,zipcode,206,27850,0.006853342056274414,566,27850,0.0018360614776611328,206
27851,zipcode,205,27851,0.006875753402709961,565,27851,0.023394107818603516,205
27852,zipcode,211,27852,0.006820201873779297,571,27852,0.002141237258911133,211
27853,zipcode,214,27853,0.007848262786865234,574,27853,0.002323150634765625,214
27855,zipcode,211,27855,0.006859540939331055,571,27855,0.0022499561309814453,211
27856,zipcode,208,27856,0.006779193878173828,568,27856,0.0018150806427001953,208
27857,zipcode,207,27857,0.006620883941650391,567,27857,0.0014963150024414062,207
27858,zipcode,209,27858,0.0068776607513427734,569,27858,0.0014882087707519531,209
27860,zipcode,206,27860,0.006742238998413086,566,27860,0.0015387535095214844,206
27861,zipcode,198,27861,0.006825923919677734,558,27861,0.00231170654296875,198
27862,zipcode,208,27862,0.006551265716552734,568,27862,0.001524209976196289,208
27863,zipcode,208,27863,0.006887674331665039,568,27863,0.001959562301635742,208
27864,zipcode,207,27864,0.00686192512512207,567,27864,0.0018961429595947266,207
27865,zipcode,207,27865,0.006517171859741211,567,27865,0.0016298294067382812,207
27866,zipcode,212,27866,0.006499528884887695,572,27866,0.0015375614166259766,212
27867,zipcode,199,27867,0.006722450256347656,559,27867,0.0017418861389160156,199
27868,zipcode,198,27868,0.006873607635498047,558,27868,0.0014808177947998047,198
27869,zipcode,208,27869,0.006723165512084961,568,27869,0.00146484375,208
27870,zipcode,213,27870,0.006739139556884766,573,27870,0.001729726791381836,213
27871,zipcode,212,27871,0.0071141719818115234,572,27871,0.0012617111206054688,212
27872,zipcode,206,27872,0.007607698440551758,566,27872,0.0016493797302246094,206
27873,zipcode,207,27873,0.007038116455078125,567,27873,0.0016911029815673828,207
27874,zipcode,212,27874,0.00697016716003418,572,27874,0.0019919872283935547,212
27875,zipcode,203,27875,0.006604433059692383,563,27875,0.0014417171478271484,203
27876,zipcode,205,27876,0.006609678268432617,565,27876,0.001623392105102539,205
27877,zipcode,205,27877,0.007004261016845703,565,27877,0.0015850067138671875,205
27878,zipcode,207,27878,0.006605386734008789,567,27878,0.0015482902526855469,207
27879,zipcode,198,27879,0.006796598434448242,558,27879,0.0013353824615478516,198
27880,zipcode,203,27880,0.006659984588623047,563,27880,0.001959562301635742,203
27881,zipcode,196,27881,0.0066301822662353516,556,27881,0.0019915103912353516,196
27882,zipcode,210,27882,0.006657123565673828,570,27882,0.0017800331115722656,210
27883,zipcode,205,27883,0.0069162845611572266,565,27883,0.0016739368438720703,205
27884,zipcode,203,27884,0.007393598556518555,563,27884,0.0015411376953125,203
27885,zipcode,208,27885,0.0066928863525390625,568,27885,0.001161813735961914,208
27886,zipcode,206,27886,0.0067632198333740234,566,27886,0.0017757415771484375,206
27887,zipcode,198,27887,0.00661158561706543,558,27887,0.0015616416931152344,198
27888,zipcode,210,27888,0.006385087966918945,570,27888,0.0016734600067138672,210
27889,zipcode,209,27889,0.007263898849487305,569,27889,0.0014603137969970703,209
27890,zipcode,201,27890,0.0064237117767333984,561,27890,0.0019021034240722656,201
27891,zipcode,206,27891,0.006464481353759766,566,27891,0.002151966094970703,206
27892,zipcode,210,27892,0.006804466247558594,570,27892,0.0019488334655761719,210
27893,zipcode,205,27893,0.006591081619262695,565,27893,0.0018839836120605469,205
27894,zipcode,197,27894,0.006746768951416016,557,27894,0.001634836196899414,197
27895,zipcode,197,27895,0.006831169128417969,557,27895,0.0018420219421386719,197
27896,zipcode,203,27896,0.006465911865234375,563,27896,0.0014643669128417969,203
27897,zipcode,205,27897,0.006582975387573242,565,27897,0.0016787052154541016,205
27906,zipcode,205,27906,0.006742238998413086,565,27906,0.0016207695007324219,205
27907,zipcode,205,27907,0.0065534114837646484,565,27907,0.0019159317016601562,205
27909,zipcode,211,27909,0.006776571273803711,571,27909,0.0015501976013183594,211
27910,zipcode,206,27910,0.006771087646484375,566,27910,0.0021605491638183594,206
27915,zipcode,203,27915,0.006984710693359375,563,27915,0.001495361328125,203
27916,zipcode,206,27916,0.007017374038696289,566,27916,0.0016391277313232422,206
27917,zipcode,204,27917,0.006668806076049805,564,27917,0.0016639232635498047,204
27919,zipcode,208,27919,0.006621122360229492,568,27919,0.0014731884002685547,208
27921,zipcode,205,27921,0.0068819522857666016,565,27921,0.0015590190887451172,205
27922,zipcode,206,27922,0.0070993900299072266,566,27922,0.001547098159790039,206
27923,zipcode,205,27923,0.00671839714050293,565,27923,0.0019297599792480469,205
27924,zipcode,207,27924,0.0069158077239990234,567,27924,0.0015184879302978516,207
27925,zipcode,207,27925,0.0067670345306396484,567,27925,0.001684427261352539,207
27926,zipcode,208,27926,0.006704568862915039,568,27926,0.0018398761749267578,208
27927,zipcode,206,27927,0.00678706169128418,566,27927,0.0014879703521728516,206
27928,zipcode,205,27928,0.006598234176635742,565,27928,0.001642465591430664,205
27929,zipcode,208,27929,0.00722193717956543,568,27929,0.0016162395477294922,208
27930,zipcode,201,27930,0.00680232048034668,561,27930,0.0021944046020507812,201
27932,zipcode,206,27932,0.009380578994750977,566,27932,0.0015897750854492188,206
27935,zipcode,203,27935,0.0067632198333740234,563,27935,0.0017714500427246094,203
27936,zipcode,205,27936,0.006573677062988281,565,27936,0.0015285015106201172,205
27937,zipcode,202,27937,0.006827831268310547,562,27937,0.0016140937805175781,202
27938,zipcode,207,27938,0.00653839111328125,567,27938,0.0020389556884765625,207
27939,zipcode,203,27939,0.006657600402832031,563,27939,0.0017313957214355469,203
27941,zipcode,206,27941,0.006673574447631836,566,27941,0.0017635822296142578,206
27942,zipcode,212,27942,0.006743192672729492,572,27942,0.0016295909881591797,212
27943,zipcode,207,27943,0.006789684295654297,567,27943,0.002622365951538086,207
27944,zipcode,207,27944,0.006994724273681641,567,27944,0.0014872550964355469,207
27946,zipcode,209,27946,0.006974697113037109,569,27946,0.0016372203826904297,209
27947,zipcode,207,27947,0.007172107696533203,567,27947,0.0018420219421386719,207
27948,zipcode,209,27948,0.006737232208251953,569,27948,0.0019183158874511719,209
27949,zipcode,209,27949,0.0068416595458984375,569,27949,0.001712799072265625,209
27950,zipcode,210,27950,0.0071887969970703125,570,27950,0.0017528533935546875,210
27953,zipcode,211,27953,0.0089569091796875,571,27953,0.0014920234680175781,211
27954,zipcode,205,27954,0.008265018463134766,565,27954,0.00168609619140625,205
27956,zipcode,204,27956,0.006732463836669922,564,27956,0.0018837451934814453,204
27957,zipcode,209,27957,0.0067174434661865234,569,27957,0.0015552043914794922,209
27958,zipcode,205,27958,0.006561756134033203,565,27958,0.0024557113647460938,205
27962,zipcode,207,27962,0.0068242549896240234,567,27962,0.0019752979278564453,207
27964,zipcode,211,27964,0.007318973541259766,571,27964,0.002084970474243164,211
27965,zipcode,208,27965,0.007262229919433594,568,27965,0.005513668060302734,208
27966,zipcode,212,27966,0.006989955902099609,572,27966,0.0024390220642089844,212
27967,zipcode,211,27967,0.006867408752441406,571,27967,0.002066373825073242,211
27968,zipcode,207,27968,0.006233692169189453,567,27968,0.001726388931274414,207
27969,zipcode,197,27969,0.0067501068115234375,557,27969,0.0017161369323730469,197
27970,zipcode,204,27970,0.0063915252685546875,564,27970,0.0024881362915039062,204
27972,zipcode,204,27972,0.0063512325286865234,564,27972,0.0017886161804199219,204
27973,zipcode,207,27973,0.006292581558227539,567,27973,0.0018608570098876953,207
27974,zipcode,205,27974,0.006325721740722656,565,27974,0.0019164085388183594,205
27976,zipcode,210,27976,0.0067021846771240234,570,27976,0.0018515586853027344,210
27978,zipcode,211,27978,0.00677943229675293,571,27978,0.0016698837280273438,211
27979,zipcode,206,27979,0.0066106319427490234,566,27979,0.0019845962524414062,206
27980,zipcode,202,27980,0.006904125213623047,562,27980,0.0017273426055908203,202
27981,zipcode,207,27981,0.00719451904296875,567,27981,0.002200603485107422,207
27982,zipcode,204,27982,0.0069200992584228516,564,27982,0.0017657279968261719,204
27983,zipcode,204,27983,0.006686210632324219,564,27983,0.0016121864318847656,204
27985,zipcode,206,27985,0.006861686706542969,566,27985,0.0014879703521728516,206
27986,zipcode,205,27986,0.007022380828857422,565,27986,0.0015988349914550781,205
28001,zipcode,208,28001,0.006896495819091797,568,28001,0.001567840576171875,208
28002,zipcode,200,28002,0.01028585433959961,560,28002,0.0018732547760009766,200
28006,zipcode,205,28006,0.006379842758178711,565,28006,0.0016200542449951172,205
28007,zipcode,209,28007,0.006852865219116211,569,28007,0.0025506019592285156,209
28009,zipcode,204,28009,0.008872509002685547,564,28009,0.0014820098876953125,204
28010,zipcode,205,28010,0.007550716400146484,565,28010,0.0018489360809326172,205
28012,zipcode,206,28012,0.007526397705078125,566,28012,0.0017726421356201172,206
28016,zipcode,212,28016,0.0068972110748291016,572,28016,0.0019059181213378906,212
28017,zipcode,214,28017,0.00702214241027832,574,28017,0.0018520355224609375,214
28018,zipcode,205,28018,0.0068874359130859375,565,28018,0.0018303394317626953,205
28019,zipcode,207,28019,0.0068013668060302734,567,28019,0.0015766620635986328,207
28020,zipcode,204,28020,0.007251262664794922,564,28020,0.0018112659454345703,204
28021,zipcode,206,28021,0.006964445114135742,566,28021,0.002288341522216797,206
28023,zipcode,208,28023,0.006575107574462891,568,28023,0.001987934112548828,208
28024,zipcode,200,28024,0.00693058967590332,560,28024,0.0016109943389892578,200
28025,zipcode,206,28025,0.006891489028930664,566,28025,0.0017158985137939453,206
28026,zipcode,198,28026,0.007378339767456055,558,28026,0.0014748573303222656,198
28027,zipcode,206,28027,0.007266044616699219,566,28027,0.0015897750854492188,206
28031,zipcode,208,28031,0.006882429122924805,568,28031,0.0016446113586425781,208
28032,zipcode,208,28032,0.006903648376464844,568,28032,0.0016705989837646484,208
28033,zipcode,203,28033,0.006571531295776367,563,28033,0.0027327537536621094,203
28034,zipcode,205,28034,0.006680727005004883,565,28034,0.0015790462493896484,205
28035,zipcode,199,28035,0.006797313690185547,559,28035,0.0016055107116699219,199
28036,zipcode,207,28036,0.006809711456298828,567,28036,0.0018973350524902344,207
28037,zipcode,205,28037,0.006907939910888672,565,28037,0.001561880111694336,205
28038,zipcode,201,28038,0.0068395137786865234,561,28038,0.0017802715301513672,201
28039,zipcode,203,28039,0.006916999816894531,563,28039,0.0017189979553222656,203
28040,zipcode,208,28040,0.007099151611328125,568,28040,0.0018610954284667969,208
28041,zipcode,196,28041,0.00674891471862793,556,28041,0.0015454292297363281,196
28042,zipcode,199,28042,0.00934600830078125,559,28042,0.0016193389892578125,199
28043,zipcode,210,28043,0.00747990608215332,570,28043,0.0015823841094970703,210
28052,zipcode,207,28052,0.006838321685791016,567,28052,0.002532482147216797,207
28053,zipcode,199,28053,0.007251262664794922,559,28053,0.0014770030975341797,199
28054,zipcode,207,28054,0.006635904312133789,567,28054,0.001332998275756836,207
28055,zipcode,199,28055,0.007160663604736328,559,28055,0.0015254020690917969,199
28056,zipcode,207,28056,0.007161855697631836,567,28056,0.0016868114471435547,207
28070,zipcode,203,28070,0.006463766098022461,563,28070,0.0017750263214111328,203
28071,zipcode,208,28071,0.007573604583740234,568,28071,0.005827665328979492,208
28072,zipcode,213,28072,0.0067348480224609375,573,28072,0.0016088485717773438,213
28073,zipcode,205,28073,0.007097959518432617,565,28073,0.0016269683837890625,205
28074,zipcode,197,28074,0.006836414337158203,557,28074,0.0016131401062011719,197
28075,zipcode,209,28075,0.007103443145751953,569,28075,0.0018024444580078125,209
28076,zipcode,206,28076,0.006519794464111328,566,28076,0.0015785694122314453,206
28077,zipcode,210,28077,0.006760358810424805,570,28077,0.0042345523834228516,210
28078,zipcode,211,28078,0.00658726692199707,571,28078,0.0015380382537841797,211
28079,zipcode,211,28079,0.0070688724517822266,571,28079,0.0017082691192626953,211
28080,zipcode,211,28080,0.006758928298950195,571,28080,0.001514434814453125,211
28081,zipcode,209,28081,0.006927490234375,569,28081,0.0016529560089111328,209
28082,zipcode,201,28082,0.0070133209228515625,561,28082,0.0013017654418945312,201
28083,zipcode,209,28083,0.007046222686767578,569,28083,0.001978635787963867,209
28086,zipcode,211,28086,0.0068547725677490234,571,28086,0.0017507076263427734,211
28088,zipcode,205,28088,0.006994009017944336,565,28088,0.0016520023345947266,205
28089,zipcode,208,28089,0.006655693054199219,568,28089,0.001544952392578125,208
28090,zipcode,207,28090,0.006800413131713867,567,28090,0.0018444061279296875,207
28091,zipcode,209,28091,0.006696224212646484,569,28091,0.001729726791381836,209
28092,zipcode,209,28092,0.0066983699798583984,569,28092,0.001781463623046875,209
28093,zipcode,201,28093,0.0065004825592041016,561,28093,0.001552581787109375,201
28097,zipcode,205,28097,0.006688594818115234,565,28097,0.0016574859619140625,205
28098,zipcode,205,28098,0.007619142532348633,565,28098,0.0017404556274414062,205
28101,zipcode,211,28101,0.007606029510498047,571,28101,0.0018782615661621094,211
28102,zipcode,208,28102,0.007298946380615234,568,28102,0.0016751289367675781,208
28103,zipcode,207,28103,0.007653474807739258,567,28103,0.0022208690643310547,207
28104,zipcode,207,28104,0.00688624382019043,567,28104,0.0023996829986572266,207
28105,zipcode,207,28105,0.007113933563232422,567,28105,0.0021791458129882812,207
28106,zipcode,199,28106,0.007417440414428711,559,28106,0.0016100406646728516,199
28107,zipcode,206,28107,0.006718873977661133,566,28107,0.0015125274658203125,206
28108,zipcode,206,28108,0.006947755813598633,566,28108,0.001348733901977539,206
28109,zipcode,210,28109,0.007349967956542969,570,28109,0.0015146732330322266,210
28110,zipcode,205,28110,0.0069353580474853516,565,28110,0.0016443729400634766,205
28111,zipcode,197,28111,0.008288860321044922,557,28111,0.0014967918395996094,197
28112,zipcode,205,28112,0.010419368743896484,565,28112,0.0015404224395751953,205
28114,zipcode,209,28114,0.007657766342163086,569,28114,0.0017209053039550781,209
28115,zipcode,210,28115,0.006831645965576172,570,28115,0.005484104156494141,210
28117,zipcode,210,28117,0.0072367191314697266,570,28117,0.0015411376953125,210
28119,zipcode,203,28119,0.0070896148681640625,563,28119,0.0015985965728759766,203
28120,zipcode,210,28120,0.006964683532714844,570,28120,0.001920461654663086,210
28123,zipcode,203,28123,0.006894826889038086,563,28123,0.0018928050994873047,203
28124,zipcode,213,28124,0.007534027099609375,573,28124,0.0019485950469970703,213
28125,zipcode,209,28125,0.007625102996826172,569,28125,0.002008676528930664,209
28126,zipcode,197,28126,0.006706714630126953,557,28126,0.00165557861328125,197
28127,zipcode,209,28127,0.007480621337890625,569,28127,0.0015246868133544922,209
28128,zipcode,206,28128,0.007314443588256836,566,28128,0.0014960765838623047,206
28129,zipcode,206,28129,0.007536888122558594,566,28129,0.001544952392578125,206
28130,zipcode,200,28130,0.007124900817871094,560,28130,0.0017316341400146484,200
28133,zipcode,208,28133,0.007179975509643555,568,28133,0.0016400814056396484,208
28134,zipcode,208,28134,0.0076160430908203125,568,28134,0.001470804214477539,208
28135,zipcode,204,28135,0.007241725921630859,564,28135,0.0016040802001953125,204
28136,zipcode,200,28136,0.007382392883300781,560,28136,0.0014960765838623047,200
28137,zipcode,208,28137,0.006959199905395508,568,28137,0.002900838851928711,208
28138,zipcode,205,28138,0.006525278091430664,565,28138,0.0014281272888183594,205
28139,zipcode,212,28139,0.007078886032104492,572,28139,0.0032205581665039062,212
28144,zipcode,206,28144,0.006818532943725586,566,28144,0.0017087459564208984,206
28145,zipcode,200,28145,0.007658720016479492,560,28145,0.003782510757446289,200
28146,zipcode,206,28146,0.0072748661041259766,566,28146,0.0022678375244140625,206
28147,zipcode,208,28147,0.006915092468261719,568,28147,0.0016999244689941406,208
28150,zipcode,201,28150,0.0067369937896728516,561,28150,0.0015819072723388672,201
28151,zipcode,197,28151,0.006944894790649414,557,28151,0.001310110092163086,197
28152,zipcode,205,28152,0.006955623626708984,565,28152,0.0013780593872070312,205
28159,zipcode,206,28159,0.0066983699798583984,566,28159,0.0013146400451660156,206
28160,zipcode,207,28160,0.014091730117797852,567,28160,0.0018644332885742188,207
28163,zipcode,204,28163,0.0073108673095703125,564,28163,0.0017457008361816406,204
28164,zipcode,204,28164,0.007874727249145508,564,28164,0.0030791759490966797,204
28166,zipcode,207,28166,0.007091045379638672,567,28166,0.0018880367279052734,207
28167,zipcode,208,28167,0.007139444351196289,568,28167,0.001695871353149414,208
28168,zipcode,203,28168,0.007103443145751953,563,28168,0.0016963481903076172,203
28169,zipcode,203,28169,0.0070378780364990234,563,28169,0.0015208721160888672,203
28170,zipcode,208,28170,0.006859779357910156,568,28170,0.001651763916015625,208
28173,zipcode,203,28173,0.0065724849700927734,563,28173,0.0020122528076171875,203
28174,zipcode,206,28174,0.0068967342376708984,566,28174,0.0016090869903564453,206
28201,zipcode,200,28201,0.006730079650878906,560,28201,0.0017316341400146484,200
28202,zipcode,206,28202,0.006773948669433594,566,28202,0.0020558834075927734,206
28203,zipcode,208,28203,0.0067768096923828125,568,28203,0.002151012420654297,208
28204,zipcode,204,28204,0.007038116455078125,564,28204,0.0017533302307128906,204
28205,zipcode,208,28205,0.0067517757415771484,568,28205,0.0016515254974365234,208
28206,zipcode,208,28206,0.006823539733886719,568,28206,0.001566171646118164,208
28207,zipcode,208,28207,0.032332658767700195,568,28207,0.0015439987182617188,208
28208,zipcode,208,28208,0.008919715881347656,568,28208,0.0017786026000976562,208
28209,zipcode,206,28209,0.0070917606353759766,566,28209,0.005700588226318359,206
28210,zipcode,208,28210,0.0067975521087646484,568,28210,0.0019412040710449219,208
28211,zipcode,208,28211,0.006852149963378906,568,28211,0.002315998077392578,208
28212,zipcode,206,28212,0.00662994384765625,566,28212,0.0016446113586425781,206
28213,zipcode,206,28213,0.00665736198425293,566,28213,0.0029621124267578125,206
28214,zipcode,208,28214,0.007128477096557617,568,28214,0.0019524097442626953,208
28215,zipcode,208,28215,0.006891727447509766,568,28215,0.0017437934875488281,208
28216,zipcode,208,28216,0.0066416263580322266,568,28216,0.0016369819641113281,208
28217,zipcode,208,28217,0.0066606998443603516,568,28217,0.0019598007202148438,208
28218,zipcode,200,28218,0.007457733154296875,560,28218,0.0020067691802978516,200
28219,zipcode,200,28219,0.006864786148071289,560,28219,0.0015063285827636719,200
28220,zipcode,200,28220,0.0067365169525146484,560,28220,0.0016903877258300781,200
28221,zipcode,200,28221,0.00665593147277832,560,28221,0.001699209213256836,200
28222,zipcode,200,28222,0.007045269012451172,560,28222,0.0016524791717529297,200
28223,zipcode,208,28223,0.0069882869720458984,568,28223,0.002046823501586914,208
28224,zipcode,200,28224,0.006881237030029297,560,28224,0.0018374919891357422,200
28226,zipcode,208,28226,0.006899356842041016,568,28226,0.0015888214111328125,208
28227,zipcode,208,28227,0.006890058517456055,568,28227,0.0018396377563476562,208
28228,zipcode,200,28228,0.007916927337646484,560,28228,0.002054452896118164,200
28229,zipcode,200,28229,0.0064585208892822266,560,28229,0.0015058517456054688,200
28230,zipcode,200,28230,0.006718635559082031,560,28230,0.0016121864318847656,200
28231,zipcode,200,28231,0.006710529327392578,560,28231,0.001543283462524414,200
28232,zipcode,200,28232,0.006959199905395508,560,28232,0.0019621849060058594,200
28233,zipcode,200,28233,0.006880998611450195,560,28233,0.0017306804656982422,200
28234,zipcode,200,28234,0.0068476200103759766,560,28234,0.0018374919891357422,200
28235,zipcode,200,28235,0.006943702697753906,560,28235,0.0020503997802734375,200
28236,zipcode,200,28236,0.007186174392700195,560,28236,0.0019872188568115234,200
28237,zipcode,200,28237,0.006713151931762695,560,28237,0.0019812583923339844,200
28241,zipcode,200,28241,0.007830619812011719,560,28241,0.0013630390167236328,200
28242,zipcode,200,28242,0.006912708282470703,560,28242,0.0017118453979492188,200
28243,zipcode,200,28243,0.006796121597290039,560,28243,0.0016758441925048828,200
28244,zipcode,200,28244,0.006546497344970703,560,28244,0.0016360282897949219,200
28246,zipcode,200,28246,0.007013082504272461,560,28246,0.001707315444946289,200
28247,zipcode,200,28247,0.006710529327392578,560,28247,0.001722097396850586,200
28250,zipcode,200,28250,0.006582736968994141,560,28250,0.0018155574798583984,200
28253,zipcode,200,28253,0.007041454315185547,560,28253,0.0018393993377685547,200
28254,zipcode,200,28254,0.00695347785949707,560,28254,0.0018126964569091797,200
28255,zipcode,200,28255,0.006993770599365234,560,28255,0.0015995502471923828,200
28256,zipcode,200,28256,0.007340192794799805,560,28256,0.0015268325805664062,200
28258,zipcode,200,28258,0.006682157516479492,560,28258,0.0014674663543701172,200
28260,zipcode,200,28260,0.006544589996337891,560,28260,0.0015196800231933594,200
28262,zipcode,208,28262,0.0067996978759765625,568,28262,0.001741647720336914,208
28263,zipcode,192,28263,0.006707906723022461,552,28263,0.001611948013305664,192
28265,zipcode,200,28265,0.006788015365600586,560,28265,0.0015330314636230469,200
28266,zipcode,200,28266,0.00662541389465332,560,28266,0.0019197463989257812,200
28269,zipcode,204,28269,0.006742000579833984,564,28269,0.0017178058624267578,204
28270,zipcode,208,28270,0.0064656734466552734,568,28270,0.027339935302734375,208
28271,zipcode,200,28271,0.0072824954986572266,560,28271,0.0020835399627685547,200
28272,zipcode,200,28272,0.006797075271606445,560,28272,0.0017120838165283203,200
28273,zipcode,208,28273,0.010406970977783203,568,28273,0.0016841888427734375,208
28274,zipcode,208,28274,0.006380558013916016,568,28274,0.0016655921936035156,208
28275,zipcode,200,28275,0.0069026947021484375,560,28275,0.0014874935150146484,200
28277,zipcode,208,28277,0.006868839263916016,568,28277,0.00167083740234375,208
28278,zipcode,208,28278,0.006634235382080078,568,28278,0.001961231231689453,208
28280,zipcode,200,28280,0.006591320037841797,560,28280,0.0015227794647216797,200
28281,zipcode,200,28281,0.0071868896484375,560,28281,0.0015993118286132812,200
28282,zipcode,200,28282,0.006504058837890625,560,28282,0.0020189285278320312,200
28284,zipcode,200,28284,0.0069010257720947266,560,28284,0.002041339874267578,200
28285,zipcode,200,28285,0.007531166076660156,560,28285,0.0015783309936523438,200
28287,zipcode,200,28287,0.006463527679443359,560,28287,0.0015940666198730469,200
28288,zipcode,200,28288,0.006535768508911133,560,28288,0.0019032955169677734,200
28289,zipcode,200,28289,0.006666421890258789,560,28289,0.0017578601837158203,200
28290,zipcode,200,28290,0.008885860443115234,560,28290,0.0016407966613769531,200
28296,zipcode,200,28296,0.006991386413574219,560,28296,0.0016922950744628906,200
28297,zipcode,200,28297,0.006958961486816406,560,28297,0.0014886856079101562,200
28299,zipcode,200,28299,0.006632328033447266,560,28299,0.0019567012786865234,200
28301,zipcode,209,28301,0.006642341613769531,569,28301,0.0016129016876220703,209
28302,zipcode,203,28302,0.006705522537231445,563,28302,0.002270936965942383,203
28303,zipcode,207,28303,0.007063865661621094,567,28303,0.001569509506225586,207
28304,zipcode,211,28304,0.006728172302246094,571,28304,0.001617431640625,211
28305,zipcode,211,28305,0.006728410720825195,571,28305,0.006032228469848633,211
28306,zipcode,211,28306,0.00670623779296875,571,28306,0.0019118785858154297,211
28307,zipcode,209,28307,0.006906270980834961,569,28307,0.0018310546875,209
28308,zipcode,217,28308,0.006358623504638672,577,28308,0.001771688461303711,217
28309,zipcode,203,28309,0.0067636966705322266,563,28309,0.0013337135314941406,203
28310,zipcode,207,28310,0.006804227828979492,567,28310,0.0013096332550048828,207
28311,zipcode,211,28311,0.006432294845581055,571,28311,0.0015499591827392578,211
28312,zipcode,209,28312,0.006607532501220703,569,28312,0.0016202926635742188,209
28314,zipcode,209,28314,0.006541013717651367,569,28314,0.0016934871673583984,209
28315,zipcode,207,28315,0.006650209426879883,567,28315,0.001607656478881836,207
28318,zipcode,205,28318,0.0064885616302490234,565,28318,0.001729726791381836,205
28319,zipcode,202,28319,0.006510496139526367,562,28319,0.001886606216430664,202
28320,zipcode,209,28320,0.006668567657470703,569,28320,0.0018169879913330078,209
28323,zipcode,208,28323,0.006508588790893555,568,28323,0.0014820098876953125,208
28325,zipcode,206,28325,0.006804466247558594,566,28325,0.0017540454864501953,206
28326,zipcode,206,28326,0.007233381271362305,566,28326,0.0016162395477294922,206
28327,zipcode,207,28327,0.0067386627197265625,567,28327,0.001659393310546875,207
28328,zipcode,204,28328,0.006575345993041992,564,28328,0.0014781951904296875,204
28329,zipcode,198,28329,0.006575822830200195,558,28329,0.0012538433074951172,198
28330,zipcode,206,28330,0.006967782974243164,566,28330,0.0018510818481445312,206
28331,zipcode,201,28331,0.007191896438598633,561,28331,0.002167224884033203,201
28332,zipcode,205,28332,0.006906986236572266,565,28332,0.0017495155334472656,205
28333,zipcode,205,28333,0.006448984146118164,565,28333,0.0017876625061035156,205
28334,zipcode,203,28334,0.00686192512512207,563,28334,0.0013768672943115234,203
28335,zipcode,195,28335,0.0066797733306884766,555,28335,0.00148773193359375,195
28337,zipcode,210,28337,0.006827116012573242,570,28337,0.0015730857849121094,210
28338,zipcode,202,28338,0.0066585540771484375,562,28338,0.0015611648559570312,202
28339,zipcode,204,28339,0.006549358367919922,564,28339,0.0018432140350341797,204
28340,zipcode,205,28340,0.006520509719848633,565,28340,0.0019724369049072266,205
28341,zipcode,205,28341,0.006582021713256836,565,28341,0.001588582992553711,205
28342,zipcode,205,28342,0.0068209171295166016,565,28342,0.0017321109771728516,205
28343,zipcode,205,28343,0.006850004196166992,565,28343,0.0017402172088623047,205
28344,zipcode,203,28344,0.006520271301269531,563,28344,0.0015444755554199219,203
28345,zipcode,203,28345,0.006585121154785156,563,28345,0.0015358924865722656,203
28347,zipcode,206,28347,0.006589651107788086,566,28347,0.0013790130615234375,206
28348,zipcode,209,28348,0.00656580924987793,569,28348,0.0015518665313720703,209
28349,zipcode,210,28349,0.006633281707763672,570,28349,0.0016455650329589844,210
28350,zipcode,207,28350,0.006722688674926758,567,28350,0.0016183853149414062,207
28351,zipcode,206,28351,0.006579399108886719,566,28351,0.0017063617706298828,206
28352,zipcode,207,28352,0.006602764129638672,567,28352,0.0016422271728515625,207
28353,zipcode,201,28353,0.007901668548583984,561,28353,0.0016875267028808594,201
28355,zipcode,204,28355,0.006548881530761719,564,28355,0.0016484260559082031,204
28356,zipcode,203,28356,0.007124900817871094,563,28356,0.0014913082122802734,203
28357,zipcode,212,28357,0.0067157745361328125,572,28357,0.0018143653869628906,212
28358,zipcode,208,28358,0.006575584411621094,568,28358,0.001314401626586914,208
28359,zipcode,200,28359,0.006658077239990234,560,28359,0.001870870590209961,200
